Age,Gender,Student,Non-student,Internship_Experience,Year_of_Study,Marital_Status,Work_Experience,Internet_Availability,Research_Experience,Availability,Language_Proficiency,Hours_Dedicated,Continent,Soft_Skills,Internship_success
43,Female,False,True,0,-1,Divorced,8,None,2,Flexible,Intermediate,34,Asia,Good,1
22,Male,True,False,2,3,Married,8,Dial-Up,1,Part-time,Native,27,Asia,Excellent,0
47,Male,False,True,2,-1,Single,4,Dial-Up,1,Flexible,Beginner,19,Antarctica,Poor,0
49,Male,False,True,4,-1,Divorced,5,None,2,Full-time,Intermediate,24,Europe,Average,1
19,Non-Binary,True,False,3,1,Widowed,1,Dial-Up,1,Full-time,Advanced,30,Europe,Average,1
39,Male,False,True,0,-1,Widowed,4,Dial-Up,1,Part-time,Beginner,16,Antarctica,Poor,0
33,Non-Binary,True,False,0,2,Single,8,Dial-Up,2,Full-time,Advanced,33,South America,Poor,1
41,Non-Binary,False,True,4,-1,Single,4,High-Speed,1,Flexible,Intermediate,18,Asia,Average,1
27,Male,False,True,2,-1,Widowed,1,None,1,Flexible,Intermediate,33,Australia,Average,0
48,Non-Binary,False,True,0,-1,Divorced,5,Dial-Up,4,Part-time,Intermediate,27,Europe,Good,1
42,Non-Binary,False,True,4,-1,Single,0,None,3,Part-time,Advanced,9,Australia,Poor,0
18,Male,True,False,4,1,Single,1,High-Speed,0,Full-time,Advanced,29,Europe,Average,1
49,Non-Binary,False,True,1,-1,Widowed,4,Dial-Up,3,Full-time,Native,28,Africa,Excellent,1
20,Female,False,True,1,-1,Married,2,None,4,Flexible,Advanced,9,Australia,Excellent,1
31,Male,False,True,5,-1,Married,0,High-Speed,4,Part-time,Beginner,16,Asia,Poor,0
48,Female,True,False,1,3,Widowed,7,None,3,Part-time,Native,37,Africa,Average,1
36,Female,True,False,1,1,Single,9,None,2,Part-time,Beginner,12,North America,Poor,1
31,Female,True,False,4,2,Divorced,4,Dial-Up,2,Full-time,Advanced,28,Asia,Excellent,1
38,Female,True,False,2,3,Married,1,High-Speed,1,Flexible,Intermediate,17,Europe,Good,1
37,Female,False,True,4,-1,Married,1,High-Speed,4,Part-time,Native,20,South America,Good,1
35,Female,False,True,4,-1,Divorced,6,High-Speed,2,Part-time,Native,27,Africa,Good,1
40,Non-Binary,False,True,2,-1,Widowed,2,High-Speed,3,Full-time,Advanced,14,Africa,Good,0
29,Non-Binary,True,False,5,2,Widowed,7,Dial-Up,2,Flexible,Beginner,14,Africa,Poor,0
24,Non-Binary,True,False,2,1,Widowed,3,Dial-Up,2,Part-time,Beginner,22,Antarctica,Poor,0
24,Female,True,False,2,1,Widowed,9,None,0,Full-time,Advanced,19,Europe,Poor,1
34,Male,True,False,0,4,Divorced,0,None,4,Full-time,Beginner,18,Asia,Good,0
21,Non-Binary,False,True,3,-1,Single,3,Dial-Up,1,Full-time,Intermediate,7,Asia,Good,0
32,Non-Binary,False,True,3,-1,Single,4,Dial-Up,2,Full-time,Beginner,35,North America,Poor,0
40,Male,True,False,2,2,Divorced,3,High-Speed,1,Full-time,Intermediate,17,Asia,Average,0
32,Female,False,True,0,-1,Divorced,4,None,2,Full-time,Intermediate,14,Asia,Excellent,1
26,Non-Binary,True,False,4,3,Divorced,7,High-Speed,2,Flexible,Native,37,North America,Poor,0
25,Female,True,False,4,4,Married,1,None,3,Part-time,Advanced,7,Australia,Poor,0
48,Female,False,True,0,-1,Divorced,8,Dial-Up,1,Full-time,Beginner,32,Europe,Poor,0
48,Male,False,True,3,-1,Widowed,0,Dial-Up,0,Part-time,Beginner,6,Asia,Good,0
24,Male,False,True,3,-1,Married,6,High-Speed,4,Flexible,Beginner,27,Asia,Average,0
47,Female,False,True,1,-1,Widowed,6,High-Speed,0,Full-time,Beginner,8,Asia,Excellent,1
39,Non-Binary,False,True,2,-1,Widowed,9,None,0,Part-time,Intermediate,37,Antarctica,Excellent,1
36,Male,False,True,3,-1,Married,5,Dial-Up,4,Full-time,Intermediate,17,South America,Good,0
28,Male,False,True,1,-1,Widowed,5,None,3,Flexible,Native,7,Australia,Poor,1
26,Female,False,True,5,-1,Widowed,4,High-Speed,3,Flexible,Beginner,6,Antarctica,Excellent,1
47,Non-Binary,True,False,0,3,Single,3,High-Speed,3,Part-time,Intermediate,11,Australia,Good,1
20,Non-Binary,True,False,2,4,Widowed,3,Dial-Up,4,Flexible,Intermediate,7,Antarctica,Poor,1
40,Male,False,True,4,-1,Divorced,3,Dial-Up,4,Full-time,Advanced,9,Africa,Poor,1
45,Non-Binary,True,False,0,1,Married,2,Dial-Up,3,Full-time,Advanced,31,Europe,Average,0
45,Female,True,False,2,2,Married,8,High-Speed,0,Full-time,Native,19,Australia,Excellent,1
41,Non-Binary,True,False,2,3,Widowed,7,None,0,Full-time,Advanced,36,North America,Excellent,0
41,Female,False,True,4,-1,Single,7,High-Speed,0,Full-time,Advanced,11,North America,Excellent,1
48,Female,True,False,3,4,Widowed,0,Dial-Up,4,Flexible,Beginner,36,Africa,Excellent,0
37,Male,True,False,5,1,Married,5,High-Speed,4,Part-time,Intermediate,7,Asia,Poor,1
35,Male,True,False,0,3,Single,1,High-Speed,4,Flexible,Beginner,12,Asia,Poor,0
27,Male,False,True,0,-1,Divorced,7,High-Speed,3,Full-time,Advanced,29,Africa,Good,0
31,Female,False,True,2,-1,Single,8,Dial-Up,0,Part-time,Native,36,South America,Excellent,1
46,Non-Binary,False,True,0,-1,Widowed,6,Dial-Up,3,Flexible,Beginner,8,North America,Good,1
47,Female,False,True,5,-1,Single,3,High-Speed,2,Full-time,Advanced,7,North America,Good,0
32,Male,False,True,2,-1,Married,5,High-Speed,1,Part-time,Advanced,17,Asia,Excellent,1
34,Male,False,True,1,-1,Single,2,High-Speed,0,Full-time,Beginner,6,Asia,Poor,0
26,Non-Binary,True,False,3,1,Married,2,None,1,Part-time,Advanced,37,Africa,Average,0
36,Non-Binary,True,False,3,2,Married,5,High-Speed,3,Part-time,Native,30,Australia,Poor,1
42,Non-Binary,False,True,0,-1,Divorced,5,High-Speed,2,Part-time,Beginner,17,North America,Average,0
49,Female,False,True,5,-1,Widowed,1,High-Speed,0,Part-time,Beginner,15,South America,Average,1
26,Non-Binary,False,True,3,-1,Single,4,High-Speed,3,Part-time,Intermediate,23,Australia,Average,1
21,Male,False,True,4,-1,Widowed,4,Dial-Up,4,Full-time,Intermediate,18,Australia,Excellent,1
49,Male,False,True,3,-1,Single,0,None,0,Full-time,Native,9,South America,Good,0
25,Male,True,False,0,4,Widowed,3,Dial-Up,0,Full-time,Native,23,South America,Poor,1
23,Male,True,False,1,2,Single,5,Dial-Up,0,Full-time,Native,8,Asia,Excellent,0
33,Male,True,False,3,2,Single,5,None,0,Part-time,Native,31,North America,Poor,0
42,Non-Binary,False,True,1,-1,Single,7,None,0,Full-time,Native,37,Africa,Average,1
24,Non-Binary,False,True,1,-1,Widowed,1,Dial-Up,4,Full-time,Beginner,24,Australia,Poor,0
32,Female,True,False,4,2,Widowed,5,Dial-Up,2,Part-time,Intermediate,36,Asia,Excellent,1
40,Male,False,True,4,-1,Divorced,2,High-Speed,2,Full-time,Advanced,33,Australia,Poor,1
40,Non-Binary,True,False,4,1,Married,0,Dial-Up,3,Full-time,Advanced,30,South America,Poor,1
22,Male,True,False,0,2,Married,0,None,1,Flexible,Beginner,21,Antarctica,Good,0
42,Non-Binary,True,False,1,1,Single,7,None,4,Part-time,Native,37,Africa,Average,1
38,Male,True,False,2,3,Widowed,2,None,2,Part-time,Native,28,North America,Excellent,1
30,Male,True,False,2,2,Married,3,High-Speed,1,Flexible,Native,22,Europe,Average,0
39,Male,False,True,0,-1,Divorced,8,None,3,Part-time,Beginner,33,Antarctica,Excellent,1
19,Male,False,True,5,-1,Divorced,6,None,4,Part-time,Beginner,29,Asia,Poor,1
23,Male,True,False,5,1,Married,9,Dial-Up,2,Flexible,Beginner,9,Asia,Good,1
31,Male,True,False,1,1,Single,5,None,0,Part-time,Beginner,9,Europe,Excellent,1
23,Non-Binary,True,False,1,2,Divorced,5,High-Speed,4,Full-time,Advanced,18,Asia,Poor,1
31,Female,True,False,0,3,Married,5,Dial-Up,2,Full-time,Advanced,31,Europe,Excellent,1
44,Non-Binary,False,True,3,-1,Married,3,High-Speed,1,Part-time,Native,13,Africa,Average,1
44,Female,True,False,1,4,Married,9,Dial-Up,4,Flexible,Native,38,Australia,Average,1
27,Male,True,False,1,1,Divorced,8,Dial-Up,2,Part-time,Intermediate,12,Australia,Good,0
43,Female,True,False,2,4,Divorced,9,None,0,Full-time,Native,18,Europe,Average,1
47,Non-Binary,False,True,2,-1,Married,7,High-Speed,2,Flexible,Advanced,39,Asia,Poor,1
32,Non-Binary,False,True,0,-1,Widowed,7,Dial-Up,1,Part-time,Intermediate,13,North America,Poor,0
32,Female,True,False,5,2,Single,4,None,1,Flexible,Beginner,14,Europe,Average,1
49,Female,False,True,0,-1,Single,8,Dial-Up,3,Part-time,Advanced,15,Africa,Excellent,1
29,Female,True,False,4,4,Married,3,High-Speed,3,Full-time,Intermediate,19,Europe,Good,1
18,Non-Binary,True,False,3,4,Married,6,High-Speed,4,Full-time,Beginner,33,Asia,Good,1
19,Non-Binary,True,False,3,2,Widowed,2,High-Speed,0,Full-time,Beginner,38,Europe,Good,1
44,Non-Binary,False,True,5,-1,Married,4,Dial-Up,3,Flexible,Native,12,Europe,Average,1
35,Male,True,False,3,3,Divorced,1,None,0,Part-time,Native,34,South America,Average,1
24,Male,True,False,1,4,Divorced,5,Dial-Up,3,Flexible,Native,27,Europe,Poor,1
21,Female,True,False,1,2,Divorced,9,Dial-Up,0,Part-time,Advanced,22,Antarctica,Excellent,1
24,Non-Binary,False,True,4,-1,Divorced,3,High-Speed,4,Part-time,Native,35,Asia,Good,1
25,Female,False,True,2,-1,Single,2,Dial-Up,0,Full-time,Native,31,Australia,Excellent,1
18,Male,False,True,1,-1,Single,4,High-Speed,3,Full-time,Advanced,25,Europe,Average,1
37,Non-Binary,False,True,4,-1,Widowed,0,None,4,Full-time,Intermediate,5,Asia,Excellent,1
46,Non-Binary,False,True,0,-1,Married,7,High-Speed,3,Full-time,Intermediate,10,Africa,Good,1
26,Non-Binary,False,True,3,-1,Married,9,None,2,Flexible,Intermediate,28,North America,Average,1
21,Non-Binary,True,False,0,4,Single,4,None,4,Part-time,Native,22,North America,Excellent,1
31,Female,True,False,1,3,Married,0,None,1,Full-time,Advanced,5,North America,Excellent,1
35,Non-Binary,False,True,0,-1,Widowed,7,Dial-Up,2,Full-time,Beginner,35,South America,Poor,0
29,Female,False,True,2,-1,Divorced,8,High-Speed,0,Part-time,Native,31,North America,Excellent,1
33,Non-Binary,True,False,3,4,Single,4,None,0,Full-time,Beginner,21,South America,Good,1
43,Non-Binary,True,False,4,3,Married,4,Dial-Up,2,Part-time,Native,32,North America,Good,0
28,Female,True,False,1,2,Single,0,Dial-Up,1,Full-time,Native,26,Asia,Good,1
43,Female,False,True,0,-1,Divorced,5,None,0,Flexible,Beginner,15,North America,Good,1
21,Male,False,True,4,-1,Divorced,2,High-Speed,2,Full-time,Native,33,Africa,Average,1
47,Male,False,True,5,-1,Widowed,7,Dial-Up,4,Flexible,Beginner,15,Australia,Excellent,1
44,Female,True,False,4,1,Single,1,Dial-Up,4,Full-time,Native,14,South America,Good,0
24,Non-Binary,True,False,0,1,Single,3,None,4,Part-time,Intermediate,26,Antarctica,Poor,1
39,Female,True,False,0,1,Single,8,None,3,Full-time,Beginner,17,Europe,Poor,1
20,Female,True,False,3,1,Single,3,High-Speed,0,Full-time,Native,28,Australia,Poor,1
43,Female,False,True,4,-1,Married,9,Dial-Up,0,Part-time,Advanced,14,North America,Average,1
48,Female,False,True,5,-1,Single,6,Dial-Up,1,Part-time,Advanced,13,Europe,Excellent,0
35,Female,False,True,4,-1,Divorced,5,High-Speed,4,Part-time,Native,27,Australia,Good,1
40,Non-Binary,False,True,3,-1,Divorced,4,None,1,Flexible,Advanced,16,Antarctica,Excellent,1
36,Female,True,False,2,4,Married,3,Dial-Up,4,Part-time,Advanced,38,South America,Good,1
38,Non-Binary,True,False,5,4,Divorced,1,Dial-Up,1,Full-time,Native,11,North America,Good,1
36,Female,False,True,0,-1,Single,1,High-Speed,4,Flexible,Advanced,18,Europe,Poor,1
48,Female,False,True,4,-1,Single,9,None,0,Full-time,Intermediate,13,Australia,Excellent,1
23,Non-Binary,True,False,5,1,Single,8,None,4,Part-time,Intermediate,23,South America,Poor,0
45,Male,False,True,4,-1,Married,0,Dial-Up,1,Full-time,Advanced,29,Antarctica,Excellent,1
44,Female,True,False,4,2,Married,2,None,4,Flexible,Intermediate,6,Asia,Average,1
24,Female,False,True,3,-1,Married,1,Dial-Up,2,Part-time,Intermediate,11,Australia,Average,1
36,Female,False,True,3,-1,Divorced,9,Dial-Up,0,Part-time,Beginner,39,Asia,Excellent,1
48,Non-Binary,True,False,2,2,Divorced,7,None,2,Flexible,Native,21,South America,Good,1
36,Non-Binary,False,True,3,-1,Single,9,Dial-Up,4,Flexible,Native,36,Australia,Poor,1
18,Female,False,True,2,-1,Single,6,None,2,Part-time,Advanced,8,Australia,Poor,0
41,Female,True,False,4,3,Single,2,High-Speed,1,Flexible,Intermediate,23,Asia,Excellent,1
36,Male,False,True,5,-1,Single,3,Dial-Up,2,Part-time,Advanced,38,Europe,Good,0
45,Female,False,True,4,-1,Widowed,9,High-Speed,4,Flexible,Beginner,26,Antarctica,Average,1
27,Female,False,True,4,-1,Widowed,6,High-Speed,1,Part-time,Beginner,5,Australia,Average,0
36,Non-Binary,False,True,4,-1,Married,7,Dial-Up,2,Part-time,Intermediate,11,North America,Excellent,1
39,Female,False,True,5,-1,Divorced,5,High-Speed,4,Flexible,Native,33,Australia,Good,1
25,Non-Binary,True,False,4,4,Widowed,3,High-Speed,4,Flexible,Advanced,19,South America,Good,1
31,Female,False,True,0,-1,Widowed,0,None,3,Part-time,Beginner,17,North America,Good,1
20,Non-Binary,True,False,4,2,Single,4,High-Speed,4,Flexible,Intermediate,39,Europe,Average,1
25,Non-Binary,True,False,2,2,Divorced,0,Dial-Up,1,Part-time,Intermediate,36,Australia,Poor,0
43,Male,False,True,1,-1,Married,6,High-Speed,0,Full-time,Beginner,27,Asia,Average,1
24,Female,True,False,2,4,Married,9,Dial-Up,4,Flexible,Native,16,South America,Average,1
21,Non-Binary,True,False,5,1,Widowed,3,Dial-Up,2,Part-time,Intermediate,8,Antarctica,Poor,0
47,Non-Binary,False,True,3,-1,Single,1,None,4,Flexible,Intermediate,32,Africa,Excellent,1
26,Female,False,True,5,-1,Married,3,High-Speed,0,Full-time,Native,8,Europe,Average,1
42,Non-Binary,True,False,3,1,Divorced,5,Dial-Up,1,Flexible,Intermediate,9,South America,Excellent,1
44,Male,True,False,2,3,Single,5,Dial-Up,4,Full-time,Advanced,22,North America,Good,1
20,Male,True,False,1,1,Married,7,None,1,Flexible,Advanced,22,South America,Excellent,1
23,Female,False,True,3,-1,Single,2,None,3,Full-time,Beginner,30,Australia,Average,0
40,Female,True,False,0,3,Widowed,3,High-Speed,2,Part-time,Advanced,26,Asia,Average,0
43,Female,True,False,4,1,Married,5,None,4,Part-time,Beginner,31,Antarctica,Average,0
25,Non-Binary,True,False,1,2,Widowed,1,High-Speed,4,Flexible,Advanced,30,South America,Good,1
46,Female,False,True,5,-1,Divorced,7,Dial-Up,0,Full-time,Advanced,16,Asia,Good,1
31,Female,False,True,3,-1,Married,3,High-Speed,0,Flexible,Intermediate,11,South America,Excellent,1
36,Male,True,False,1,4,Divorced,3,Dial-Up,0,Part-time,Advanced,5,Africa,Excellent,1
31,Female,True,False,4,4,Widowed,6,High-Speed,0,Part-time,Advanced,10,Australia,Average,0
27,Male,False,True,0,-1,Divorced,2,High-Speed,3,Part-time,Advanced,20,South America,Average,0
26,Non-Binary,False,True,0,-1,Single,2,None,3,Full-time,Advanced,10,South America,Poor,1
22,Male,False,True,2,-1,Married,6,None,2,Full-time,Advanced,12,Asia,Good,1
33,Female,False,True,4,-1,Divorced,7,Dial-Up,3,Full-time,Intermediate,14,Australia,Poor,0
49,Female,False,True,3,-1,Married,3,None,2,Full-time,Beginner,27,Antarctica,Excellent,1
33,Female,True,False,0,4,Married,0,High-Speed,1,Part-time,Advanced,27,North America,Good,0
24,Non-Binary,False,True,4,-1,Married,2,None,1,Flexible,Beginner,20,Australia,Average,1
49,Non-Binary,True,False,3,2,Divorced,3,None,3,Full-time,Intermediate,36,Africa,Poor,0
41,Non-Binary,True,False,0,1,Divorced,4,Dial-Up,4,Full-time,Advanced,29,Europe,Poor,1
42,Male,False,True,2,-1,Single,3,High-Speed,2,Full-time,Advanced,5,North America,Poor,1
33,Female,True,False,0,2,Single,6,High-Speed,1,Flexible,Intermediate,8,Australia,Average,1
35,Non-Binary,False,True,1,-1,Divorced,5,None,1,Flexible,Beginner,28,Antarctica,Poor,0
45,Non-Binary,False,True,4,-1,Married,7,None,2,Flexible,Beginner,20,Asia,Poor,0
46,Non-Binary,True,False,4,4,Single,5,None,0,Full-time,Intermediate,16,Australia,Poor,1
29,Male,True,False,4,3,Married,1,None,0,Flexible,Native,34,Asia,Good,1
20,Female,False,True,3,-1,Married,1,High-Speed,1,Flexible,Advanced,11,North America,Average,1
46,Non-Binary,False,True,5,-1,Widowed,9,High-Speed,3,Full-time,Beginner,17,Europe,Average,1
35,Male,True,False,5,3,Widowed,5,Dial-Up,1,Flexible,Advanced,32,Asia,Excellent,1
46,Female,False,True,0,-1,Married,0,None,2,Full-time,Beginner,34,Antarctica,Poor,0
32,Female,False,True,3,-1,Widowed,1,High-Speed,0,Flexible,Intermediate,20,Europe,Poor,1
38,Male,True,False,2,3,Divorced,4,High-Speed,0,Part-time,Native,38,Australia,Good,1
38,Male,True,False,5,1,Widowed,7,Dial-Up,4,Full-time,Advanced,28,Australia,Good,0
23,Male,False,True,2,-1,Divorced,9,Dial-Up,0,Part-time,Native,8,Asia,Poor,1
38,Non-Binary,False,True,3,-1,Single,7,Dial-Up,3,Part-time,Beginner,20,Asia,Good,1
40,Male,False,True,0,-1,Married,2,High-Speed,1,Full-time,Beginner,19,Africa,Poor,0
21,Male,True,False,3,3,Single,3,None,2,Flexible,Advanced,21,Africa,Poor,1
44,Non-Binary,True,False,2,3,Married,7,None,2,Full-time,Native,30,South America,Good,1
43,Male,False,True,3,-1,Widowed,5,High-Speed,4,Part-time,Native,32,Asia,Good,0
19,Non-Binary,True,False,0,4,Married,0,None,2,Flexible,Beginner,35,North America,Good,1
46,Male,False,True,4,-1,Single,2,High-Speed,3,Flexible,Native,34,North America,Excellent,0
25,Male,True,False,0,4,Single,3,None,2,Full-time,Native,28,Asia,Good,0
31,Non-Binary,False,True,2,-1,Widowed,0,Dial-Up,0,Full-time,Advanced,27,South America,Average,0
41,Male,False,True,1,-1,Single,7,Dial-Up,2,Full-time,Advanced,7,Australia,Good,0
39,Male,True,False,4,3,Single,3,Dial-Up,0,Part-time,Native,37,North America,Good,0
37,Non-Binary,True,False,0,2,Married,1,Dial-Up,3,Part-time,Advanced,7,North America,Good,1
44,Male,False,True,1,-1,Divorced,0,Dial-Up,1,Flexible,Beginner,36,North America,Excellent,1
29,Non-Binary,True,False,2,4,Widowed,4,High-Speed,4,Flexible,Advanced,10,South America,Average,1
34,Non-Binary,False,True,3,-1,Single,1,Dial-Up,4,Part-time,Intermediate,11,Australia,Good,1
40,Male,False,True,4,-1,Divorced,7,Dial-Up,2,Part-time,Advanced,10,Antarctica,Good,1
37,Male,False,True,1,-1,Married,9,Dial-Up,4,Part-time,Beginner,10,Asia,Average,1
48,Non-Binary,True,False,0,2,Divorced,0,High-Speed,0,Flexible,Beginner,5,South America,Average,1
36,Male,True,False,1,4,Divorced,1,None,2,Part-time,Intermediate,15,Europe,Poor,1
47,Female,False,True,5,-1,Widowed,4,None,0,Part-time,Intermediate,36,Europe,Average,0
20,Non-Binary,False,True,3,-1,Single,5,None,0,Full-time,Intermediate,20,Africa,Excellent,1
29,Female,True,False,2,3,Widowed,9,Dial-Up,0,Full-time,Native,9,Asia,Average,1
44,Non-Binary,True,False,5,2,Divorced,1,High-Speed,2,Flexible,Intermediate,13,Asia,Poor,0
26,Non-Binary,False,True,1,-1,Divorced,5,High-Speed,1,Full-time,Advanced,17,South America,Average,1
30,Female,False,True,1,-1,Married,1,Dial-Up,1,Part-time,Intermediate,15,Asia,Average,0
23,Non-Binary,True,False,5,2,Married,0,None,3,Full-time,Native,25,Asia,Good,1
32,Female,True,False,0,3,Single,7,None,3,Part-time,Beginner,33,Antarctica,Excellent,0
49,Non-Binary,False,True,5,-1,Widowed,1,None,0,Full-time,Advanced,16,Asia,Poor,1
19,Non-Binary,True,False,4,1,Married,7,None,1,Full-time,Beginner,29,North America,Excellent,1
32,Non-Binary,False,True,2,-1,Single,6,High-Speed,3,Part-time,Native,34,South America,Excellent,1
49,Male,True,False,4,4,Widowed,2,None,2,Full-time,Beginner,17,North America,Good,0
36,Female,False,True,0,-1,Widowed,0,High-Speed,1,Part-time,Advanced,18,Antarctica,Poor,1
38,Non-Binary,False,True,3,-1,Married,0,None,1,Flexible,Intermediate,26,Antarctica,Poor,0
48,Male,True,False,3,3,Divorced,9,High-Speed,2,Flexible,Native,20,South America,Good,1
42,Non-Binary,True,False,2,4,Widowed,9,Dial-Up,0,Part-time,Advanced,8,Africa,Good,1
22,Female,True,False,4,3,Divorced,5,Dial-Up,2,Flexible,Advanced,7,Asia,Good,1
35,Female,False,True,1,-1,Divorced,5,None,2,Full-time,Native,35,South America,Poor,0
42,Male,False,True,3,-1,Widowed,2,None,1,Flexible,Intermediate,19,Australia,Good,1
43,Non-Binary,False,True,4,-1,Widowed,8,Dial-Up,0,Part-time,Intermediate,30,South America,Average,0
35,Female,False,True,2,-1,Widowed,3,Dial-Up,0,Part-time,Intermediate,27,Europe,Good,0
19,Female,True,False,4,1,Widowed,4,Dial-Up,3,Part-time,Native,12,North America,Average,0
25,Non-Binary,False,True,3,-1,Divorced,2,High-Speed,2,Full-time,Beginner,16,Europe,Average,1
23,Non-Binary,True,False,2,4,Widowed,1,Dial-Up,4,Full-time,Intermediate,5,North America,Poor,0
49,Female,True,False,4,1,Married,0,High-Speed,3,Part-time,Native,14,South America,Excellent,1
30,Non-Binary,True,False,3,2,Divorced,9,None,3,Part-time,Intermediate,9,North America,Poor,1
30,Male,True,False,4,2,Single,7,Dial-Up,0,Flexible,Intermediate,31,North America,Average,0
27,Female,False,True,0,-1,Widowed,4,Dial-Up,2,Full-time,Advanced,10,Antarctica,Average,1
37,Male,False,True,5,-1,Single,5,Dial-Up,3,Flexible,Beginner,17,Australia,Poor,0
34,Female,False,True,0,-1,Widowed,7,None,0,Flexible,Native,19,North America,Poor,1
30,Non-Binary,True,False,3,4,Divorced,8,None,2,Full-time,Native,22,Australia,Good,1
26,Female,True,False,3,2,Single,2,None,3,Full-time,Native,28,Asia,Poor,1
22,Male,True,False,2,2,Divorced,8,Dial-Up,1,Flexible,Beginner,17,Australia,Average,0
20,Male,False,True,4,-1,Single,8,High-Speed,2,Full-time,Intermediate,28,Africa,Average,1
23,Male,False,True,1,-1,Widowed,5,Dial-Up,1,Part-time,Intermediate,37,Asia,Excellent,0
28,Non-Binary,False,True,2,-1,Divorced,6,None,3,Full-time,Intermediate,31,Europe,Excellent,1
29,Non-Binary,True,False,3,2,Widowed,5,Dial-Up,2,Part-time,Native,29,Antarctica,Average,1
37,Female,False,True,0,-1,Widowed,1,High-Speed,2,Flexible,Beginner,6,Asia,Average,0
24,Male,False,True,0,-1,Single,3,High-Speed,0,Part-time,Advanced,34,Australia,Excellent,0
44,Non-Binary,False,True,0,-1,Single,3,High-Speed,1,Part-time,Native,18,Australia,Good,1
37,Non-Binary,True,False,0,2,Married,6,Dial-Up,0,Part-time,Native,33,Africa,Good,1
35,Female,False,True,4,-1,Divorced,3,None,1,Part-time,Intermediate,7,Africa,Excellent,0
33,Male,False,True,3,-1,Married,1,High-Speed,0,Part-time,Native,35,North America,Excellent,1
26,Female,False,True,1,-1,Widowed,6,High-Speed,2,Full-time,Advanced,37,South America,Good,0
24,Female,True,False,5,4,Widowed,9,Dial-Up,3,Part-time,Beginner,20,Antarctica,Good,1
49,Male,True,False,5,1,Divorced,6,None,4,Full-time,Intermediate,8,Africa,Poor,1
22,Female,False,True,5,-1,Widowed,7,High-Speed,4,Full-time,Intermediate,7,Africa,Average,1
49,Male,True,False,1,2,Married,7,None,3,Part-time,Native,31,Antarctica,Poor,0
32,Female,True,False,5,2,Single,7,High-Speed,3,Flexible,Native,12,South America,Poor,1
24,Male,False,True,0,-1,Single,1,High-Speed,0,Part-time,Advanced,18,North America,Good,0
24,Non-Binary,True,False,1,3,Widowed,7,High-Speed,0,Flexible,Native,39,North America,Average,1
41,Female,False,True,4,-1,Single,5,Dial-Up,3,Part-time,Beginner,14,North America,Excellent,0
32,Male,False,True,0,-1,Married,3,None,3,Flexible,Intermediate,8,Europe,Average,0
40,Female,False,True,2,-1,Married,7,Dial-Up,1,Full-time,Advanced,19,Asia,Excellent,1
19,Female,False,True,3,-1,Single,6,None,0,Flexible,Native,19,North America,Poor,0
39,Female,False,True,4,-1,Divorced,9,High-Speed,0,Flexible,Beginner,29,North America,Excellent,1
20,Non-Binary,True,False,0,1,Single,3,None,2,Full-time,Native,24,Antarctica,Excellent,1
30,Non-Binary,True,False,0,2,Married,6,Dial-Up,1,Part-time,Advanced,18,North America,Good,1
31,Male,False,True,1,-1,Divorced,7,High-Speed,2,Flexible,Intermediate,13,Asia,Good,0
32,Female,True,False,0,4,Single,2,None,3,Flexible,Beginner,9,Europe,Excellent,0
24,Non-Binary,False,True,1,-1,Divorced,8,None,3,Part-time,Beginner,26,Europe,Excellent,0
18,Female,False,True,1,-1,Single,8,High-Speed,4,Full-time,Beginner,16,Australia,Good,1
26,Female,True,False,5,4,Married,5,None,3,Part-time,Advanced,17,Africa,Poor,0
19,Male,True,False,4,3,Widowed,4,High-Speed,1,Full-time,Native,8,Australia,Average,1
39,Male,True,False,2,3,Widowed,6,None,2,Part-time,Advanced,11,Europe,Poor,1
33,Male,True,False,1,2,Single,5,High-Speed,3,Full-time,Intermediate,16,Asia,Average,1
49,Non-Binary,True,False,5,2,Widowed,3,Dial-Up,2,Full-time,Intermediate,39,Asia,Excellent,1
36,Non-Binary,True,False,4,4,Single,6,High-Speed,1,Full-time,Native,10,Antarctica,Poor,0
34,Male,False,True,1,-1,Single,6,High-Speed,3,Flexible,Intermediate,33,Asia,Poor,1
34,Female,False,True,0,-1,Widowed,4,Dial-Up,4,Full-time,Intermediate,31,Africa,Poor,0
45,Non-Binary,True,False,0,4,Single,7,High-Speed,2,Full-time,Beginner,11,South America,Good,1
42,Female,True,False,1,2,Single,3,Dial-Up,4,Flexible,Native,39,Europe,Good,1
40,Male,False,True,5,-1,Divorced,4,None,2,Flexible,Advanced,5,Africa,Good,1
30,Male,False,True,2,-1,Married,3,High-Speed,1,Full-time,Advanced,18,Africa,Good,1
41,Male,True,False,3,4,Married,3,None,3,Full-time,Native,25,Asia,Good,0
47,Non-Binary,False,True,2,-1,Widowed,8,Dial-Up,1,Full-time,Native,10,South America,Excellent,0
37,Male,True,False,0,4,Widowed,9,Dial-Up,3,Full-time,Native,9,Asia,Average,1
20,Female,True,False,0,3,Single,5,None,1,Full-time,Native,27,South America,Average,0
45,Non-Binary,True,False,3,4,Single,3,High-Speed,3,Part-time,Advanced,13,South America,Excellent,0
27,Non-Binary,True,False,4,4,Married,9,High-Speed,0,Part-time,Native,26,Antarctica,Excellent,0
25,Male,False,True,5,-1,Divorced,4,Dial-Up,2,Flexible,Advanced,10,Africa,Good,0
